Data type,Month,Region,Scenario,Sub-Technology,To D,Value
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,3:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,3:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,3:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,4:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,4:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,4:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,4:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,5:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,5:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,5:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,5:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,6:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,6:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,6:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,6:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,7:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,7:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,7:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,7:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,8:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,8:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,8:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,8:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,9:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,9:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,9:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,9:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,10:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,10:00,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,10:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,10:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,11:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,11:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,11:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,11:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,12:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,12:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,12:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,12:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,13:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,13:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,13:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,13:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,14:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,14:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,14:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,14:30,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,15:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,15:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,15:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,15:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,16:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,16:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,16:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,16:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,17:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,17:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,17:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,17:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,18:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,18:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,18:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,18:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,19:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,19:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,19:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,19:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,20:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,20:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,20:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,20:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,21:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,21:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,21:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,21:30,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,22:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,22:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,22:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,22:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,23:00,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,23:00,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Geothermal,23:30,
Generation (GWh),11,Chubu,2025_Historical data,Geothermal,23:30,0:01
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,0:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,0:00,8:22
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,0:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,0:30,9:00
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,1:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,1:00,9:01
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,1:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,1:30,9:05
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,2:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,2:00,9:05
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,2:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,2:30,8:55
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,3:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,3:00,8:51
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,3:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,3:30,8:44
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,4:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,4:00,8:48
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,4:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,4:30,8:44
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,5:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,5:00,8:35
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,5:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,5:30,8:36
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,6:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,6:00,8:34
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,6:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,6:30,8:35
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,7:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,7:00,8:16
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,7:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,7:30,8:28
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,8:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,8:00,8:57
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,8:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,8:30,8:58
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,9:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,9:00,8:51
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,9:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,9:30,9:00
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,10:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,10:00,8:57
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,10:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,10:30,9:07
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,11:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,11:00,8:45
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,11:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,11:30,8:44
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,12:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,12:00,8:49
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,12:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,12:30,8:45
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,13:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,13:00,9:02
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,13:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,13:30,9:20
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,14:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,14:00,9:37
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,14:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,14:30,9:41
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,15:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,15:00,11:12
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,15:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,15:30,11:26
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,16:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,16:00,12:43
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,16:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,16:30,12:54
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,17:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,17:00,13:06
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,17:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,17:30,13:30
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,18:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,18:00,13:32
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,18:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,18:30,13:35
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,19:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,19:00,12:23
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,19:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,19:30,12:10
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,20:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,20:00,11:38
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,20:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,20:30,10:07
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,21:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,21:00,8:15
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,21:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,21:30,7:48
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,22:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,22:00,8:03
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,22:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,22:30,7:46
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,23:00,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,23:00,7:55
Curtailment (GWh),11,Chubu,2025_Historical data,Hydro,23:30,
Generation (GWh),11,Chubu,2025_Historical data,Hydro,23:30,7:58
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,0:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,0:00,2:48
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,0:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,0:30,2:48
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,1:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,1:00,2:45
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,1:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,1:30,2:55
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,2:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,2:00,3:00
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,2:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,2:30,2:52
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,3:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,3:00,2:45
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,3:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,3:30,2:45
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,4:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,4:00,2:47
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,4:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,4:30,2:44
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,5:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,5:00,2:54
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,5:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,5:30,3:00
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,6:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,6:00,3:07
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,6:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,6:30,3:28
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,7:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,7:00,3:23
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,7:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,7:30,3:18
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,8:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,8:00,3:31
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,8:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,8:30,3:30
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,9:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,9:00,3:30
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,9:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,9:30,3:23
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,10:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,10:00,3:10
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,10:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,10:30,2:45
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,11:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,11:00,2:47
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,11:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,11:30,2:38
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,12:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,12:00,2:41
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,12:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,12:30,2:36
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,13:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,13:00,2:35
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,13:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,13:30,2:38
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,14:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,14:00,2:35
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,14:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,14:30,2:34
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,15:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,15:00,2:39
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,15:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,15:30,2:39
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,16:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,16:00,2:47
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,16:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,16:30,2:51
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,17:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,17:00,2:57
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,17:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,17:30,2:51
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,18:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,18:00,2:51
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,18:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,18:30,2:54
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,19:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,19:00,3:17
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,19:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,19:30,3:07
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,20:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,20:00,3:00
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,20:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,20:30,3:02
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,21:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,21:00,3:02
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,21:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,21:30,2:57
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,22:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,22:00,2:54
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,22:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,22:30,2:57
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,23:00,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,23:00,2:51
Curtailment (GWh),11,Chubu,2025_Historical data,Other Thermal,23:30,
Generation (GWh),11,Chubu,2025_Historical data,Other Thermal,23:30,2:48
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,0:00,
Generation (GWh),11,Chubu,2025_Historical data,Oil,0:00,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,0:30,
Generation (GWh),11,Chubu,2025_Historical data,Oil,0:30,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,1:00,
Generation (GWh),11,Chubu,2025_Historical data,Oil,1:00,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,1:30,
Generation (GWh),11,Chubu,2025_Historical data,Oil,1:30,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,2:00,
Generation (GWh),11,Chubu,2025_Historical data,Oil,2:00,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,2:30,
Generation (GWh),11,Chubu,2025_Historical data,Oil,2:30,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,3:00,
Generation (GWh),11,Chubu,2025_Historical data,Oil,3:00,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,3:30,
Generation (GWh),11,Chubu,2025_Historical data,Oil,3:30,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,4:00,
Generation (GWh),11,Chubu,2025_Historical data,Oil,4:00,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,4:30,
Generation (GWh),11,Chubu,2025_Historical data,Oil,4:30,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,5:00,
Generation (GWh),11,Chubu,2025_Historical data,Oil,5:00,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,5:30,
Generation (GWh),11,Chubu,2025_Historical data,Oil,5:30,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,6:00,
Generation (GWh),11,Chubu,2025_Historical data,Oil,6:00,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,6:30,
Generation (GWh),11,Chubu,2025_Historical data,Oil,6:30,0:00
Curtailment (GWh),11,Chubu,2025_Historical data,Oil,7:00,
